"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"14185",7000,44,"Asian only","female","Bachelor's degree (for example: BA,AB,BS)","Widowed","No","middle atlantic",40,"Government","Public administration","Professional and related occupations",220,"Good","0"
"107967",48000,45,"White only","female","Associate degree in college - occupation/vocation program","Divorced","No","west south central",40,"Government","Educational and health services","Professional and related occupations",3800,"Good","0"
"67427",50000,21,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","new england",40,"Private","Educational and health services","Professional and related occupations",5300,"Good","0"
"137620",52000,51,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Private","Leisure and hospitality","Management, business, and financial occupations",6700,"Good","0"
"9127",28000,34,"White only","female","Some college but no degree","Never married","No","new england",17,"Private","Educational and health services","Service occupations",100,"Good","0"
"113570",30000,24,"White only","male","High school graduate - high school diploma or equivalent","Never married","Yes","west south central",40,"Self-employed","Construction","Construction and extraction occupations",400,"Good","0"
"157002",34000,46,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","pacific",55,"Self-employed","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",3100,"Good","0"
"95965",58000,42,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","east south central",40,"Private","Wholesale and retail trade","Management, business, and financial occupations",2200,"Good","0"
"164056",45000,50,"Asian only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",40,"Private","Manufacturing","Production occupations",1775,"Good","0"
"13262",75000,32,"White only","male","Associate degree in college - academic program","Never married","No","middle atlantic",40,"Private","Manufacturing","Management, business, and financial occupations",0,"Good","1"
"19731",150000,51,"White only","male","Some college but no degree","Married - civilian spouse present","No","middle atlantic",40,"Private","Construction","Construction and extraction occupations",300,"Good","1"
"71840",29500,28,"White only","female","Some college but no degree","Married - civilian spouse present","No","south atlantic",40,"Private","Financial activities","Office and administrative support occupations",6720,"Good","0"
"161410",23000,49,"White only","male","Less than 1st grade","Married - civilian spouse present","Yes","pacific",40,"Private","Manufacturing","Production occupations",2205,"Good","0"
"65266",80000,37,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",50,"Government","Public administration","Service occupations",500,"Good","1"
"38357",50000,65,"Asian only","female","Bachelor's degree (for example: BA,AB,BS)","Widowed","No","east north central",40,"Private","Leisure and hospitality","Service occupations",1100,"Good","0"
"36786",25000,28,"White only","male","Associate degree in college - occupation/vocation program","Never married","Yes","east north central",40,"Private","Professional and business services","Transportation and material moving occupations",2150,"Good","0"
"63106",37000,34,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","south atlantic",40,"Private","Leisure and hospitality","Professional and related occupations",250,"Good","0"
"129753",20500,60,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",20,"Self-employed","Wholesale and retail trade","Office and administrative support occupations",2150,"Good","0"
"91007",35000,25,"Black only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","south atlantic",40,"Private","Professional and business services","Sales and related occupations",900,"Good","0"
"40928",20000,39,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",26,"Government","Educational and health services","Professional and related occupations",125,"Good","0"
"137706",125000,30,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Private","Construction","Management, business, and financial occupations",720,"Good","1"
"73721",53000,35,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","south atlantic",50,"Private","Educational and health services","Management, business, and financial occupations",50,"Good","0"
"1864",35000,74,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","new england",50,"Government","Wholesale and retail trade","Sales and related occupations",2808,"Bad","0"
"138323",12000,19,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",20,"Private","Leisure and hospitality","Service occupations",0,"Good","0"
"40596",40000,26,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","Yes","east north central",40,"Private","Educational and health services","Professional and related occupations",350,"Good","0"
"152494",73000,39,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",30,"Private","Leisure and hospitality","Service occupations",1650,"Good","1"
"68649",44000,30,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","south atlantic",40,"Government","Educational and health services","Professional and related occupations",200,"Good","0"
"64649",38000,51,"Black only","male","Some college but no degree","Never married","No","south atlantic",40,"Self-employed","Leisure and hospitality","Professional and related occupations",50,"Good","0"
"89711",39500,25,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","Yes","south atlantic",40,"Private","Professional and business services","Management, business, and financial occupations",550,"Good","0"
"155904",80000,57,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",30,"Self-employed","Professional and business services","Office and administrative support occupations",315,"Good","1"
"28589",71500,47,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","east north central",40,"Private","Educational and health services","Professional and related occupations",600,"Good","1"
"54309",27000,39,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",35,"Private","Educational and health services","Office and administrative support occupations",6525,"Good","0"
"55870",28000,48,"White only","female","Some college but no degree","Married - civilian spouse present","No","west north central",40,"Private","Information","Office and administrative support occupations",620,"Good","0"
"20108",160000,47,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","middle atlantic",40,"Private","Professional and business services","Management, business, and financial occupations",10500,"Good","1"
"135970",75500,34,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",400,"Good","1"
"115996",60000,39,"White only","male","Some college but no degree","Married - civilian spouse present","No","west south central",45,"Private","Educational and health services","Management, business, and financial occupations",15550,"Good","0"
"109115",21000,21,"Black only","female","High school graduate - high school diploma or equivalent","Never married","No","west south central",40,"Private","Leisure and hospitality","Sales and related occupations",950,"Good","0"
"133867",36000,25,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Government","Educational and health services","Professional and related occupations",200,"Good","0"
"99442",55000,47,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","east south central",40,"Private","Construction","Construction and extraction occupations",4150,"Good","0"
"76580",40000,35,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",50,"Self-employed","Construction","Construction and extraction occupations",1150,"Good","0"
"136607",14000,62,"White only","female","High school graduate - high school diploma or equivalent","Never married","Yes","mountain",20,"Private","Wholesale and retail trade","Service occupations",300,"Bad","0"
"124543",47000,36,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","west south central",40,"Private","Construction","Construction and extraction occupations",100,"Good","0"
"100404",85000,56,"Black only","male","Associate degree in college - academic program","Married - civilian spouse present","No","east south central",40,"Government","Public administration","Service occupations",700,"Good","1"
"115393",60000,53,"White only","female","Some college but no degree","Married - civilian spouse present","No","west south central",40,"Private","Educational and health services","Professional and related occupations",200,"Good","0"
"897",20000,41,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","new england",20,"Self-employed","Leisure and hospitality","Professional and related occupations",100,"Good","0"
"33477",6000,18,"White only","female","11th grade","Never married","Yes","east north central",18,"Private","Wholesale and retail trade","Service occupations",100,"Good","0"
"88983",32000,61,"White-Black","female","High school graduate - high school diploma or equivalent","Divorced","Yes","south atlantic",38,"Private","Educational and health services","Service occupations",2850,"Good","0"
"115860",18000,34,"Black only","male","Some college but no degree","Married - civilian spouse present","No","west south central",40,"Private","Educational and health services","Construction and extraction occupations",535,"Good","0"
"87458",93000,57,"White only","female","Some college but no degree","Married - civilian spouse present","No","south atlantic",40,"Self-employed","Professional and business services","Management, business, and financial occupations",10150,"Good","1"
"108108",28000,33,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","west south central",40,"Private","Wholesale and retail trade","Service occupations",75,"Good","0"
"35744",300000,43,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",40,"Private","Wholesale and retail trade","Management, business, and financial occupations",6700,"Good","1"
"99374",230000,61,"White only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","east south central",45,"Self-employed","Educational and health services","Professional and related occupations",12600,"Good","1"
"37586",20000,60,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",30,"Self-employed","Other services","Sales and related occupations",0,"Good","0"
"96150",52000,35,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east south central",40,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"112405",20000,46,"Black only","female","Some college but no degree","Divorced","No","west south central",37,"Private","Educational and health services","Service occupations",260,"Good","0"
"141836",80000,50,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","mountain",50,"Self-employed","Financial activities","Management, business, and financial occupations",5250,"Good","1"
"57569",25000,66,"White only","female","Associate degree in college - academic program","Widowed","No","west north central",60,"Self-employed","Wholesale and retail trade","Production occupations",1800,"Good","0"
"131073",16000,20,"White only","male","11th grade","Never married","No","mountain",40,"Private","Information","Office and administrative support occupations",60,"Good","0"
"60215",16000,57,"White only","male","Associate degree in college - academic program","Never married","No","west north central",50,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"125600",8000,72,"White only","female","1st,2nd,3rd,or 4th grade","Never married","Yes","west south central",20,"Private","Educational and health services","Service occupations",0,"Good","0"
"174035",45000,54,"White only","female","Some college but no degree","Married - civilian spouse present","No","pacific",45,"Private","Educational and health services","Office and administrative support occupations",50,"Good","0"
"97029",45000,51,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east south central",40,"Private","Financial activities","Sales and related occupations",125,"Good","0"
"59816",75000,24,"White only","male","High school graduate - high school diploma or equivalent","Never married","Yes","west north central",60,"Private","Manufacturing","Transportation and material moving occupations",2400,"Good","1"
"162250",23000,22,"White only","male","High school graduate - high school diploma or equivalent","Never married","Yes","pacific",40,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"1898",5913,23,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","new england",35,"Private","Professional and business services","Sales and related occupations",225,"Good","0"
"123179",35000,21,"White only","male","Associate degree in college - occupation/vocation program","Never married","Yes","west south central",60,"Private","Construction","Construction and extraction occupations",120,"Good","0"
"114790",53000,39,"White-AI","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west south central",50,"Government","Educational and health services","Management, business, and financial occupations",2150,"Good","0"
"1382",29000,73,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","new england",20,"Government","Transportation and utilities","Construction and extraction occupations",2600,"Good","0"
"121256",43000,33,"White only","male","Associate degree in college - academic program","Divorced","No","west south central",45,"Private","Manufacturing","Transportation and material moving occupations",580,"Good","0"
"78482",33000,24,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","south atlantic",42,"Government","Public administration","Service occupations",0,"Good","0"
"81312",36000,27,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",40,"Private","Educational and health services","Office and administrative support occupations",5400,"Good","0"
"9672",59004,41,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",40,"Private","Professional and business services","Management, business, and financial occupations",5750,"Good","0"
"130646",20000,37,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Office and administrative support occupations",7275,"Good","0"
"109097",150000,52,"White only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","west south central",40,"Self-employed","Professional and business services","Professional and related occupations",1100,"Good","1"
"156102",95000,27,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","pacific",50,"Private","Manufacturing","Professional and related occupations",820,"Good","1"
"55022",42000,30,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",40,"Private","Financial activities","Management, business, and financial occupations",0,"Good","0"
"5650",12000,28,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","new england",24,"Private","Professional and business services","Service occupations",0,"Good","0"
"75459",125000,51,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","south atlantic",45,"Private","Wholesale and retail trade","Management, business, and financial occupations",970,"Good","1"
"6285",65000,45,"Asian only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",40,"Self-employed","Educational and health services","Service occupations",2900,"Good","1"
"77923",40000,34,"White only","male","High school graduate - high school diploma or equivalent","Married - spouse absent (exc.separated)","No","south atlantic",40,"Government","Public administration","Service occupations",800,"Good","0"
"3808",44975,44,"White-AI","male","Some college but no degree","Never married","No","new england",35,"Private","Construction","Construction and extraction occupations",0,"Good","0"
"34785",52000,29,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",40,"Private","Financial activities","Management, business, and financial occupations",10958,"Good","0"
"155739",21000,30,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","pacific",40,"Private","Manufacturing","Transportation and material moving occupations",590,"Good","0"
"44418",64000,46,"White only","male","Some college but no degree","Divorced","No","east north central",40,"Private","Manufacturing","Construction and extraction occupations",3340,"Good","1"
"356",59500,52,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","new england",40,"Government","Public administration","Management, business, and financial occupations",7250,"Bad","0"
"109802",37000,31,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","west south central",40,"Government","Public administration","Office and administrative support occupations",100,"Good","0"
"91100",40000,44,"White only","female","Some college but no degree","Married - civilian spouse present","Yes","south atlantic",40,"Private","Educational and health services","Professional and related occupations",2200,"Good","0"
"62348",45000,51,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",40,"Government","Educational and health services","Management, business, and financial occupations",1645,"Good","0"
"25624",122000,38,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","middle atlantic",52,"Government","Public administration","Service occupations",300,"Good","1"
"55437",64000,71,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west north central",40,"Government","Educational and health services","Professional and related occupations",4900,"Good","1"
"50986",20000,54,"White only","female","Some college but no degree","Divorced","No","west north central",40,"Private","Other services","Professional and related occupations",6620,"Good","0"
"78906",60000,27,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","south atlantic",40,"Private","Educational and health services","Service occupations",3300,"Good","0"
"90072",55000,34,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","Yes","south atlantic",40,"Government","Public administration","Professional and related occupations",0,"Good","0"
"135327",80000,39,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","mountain",55,"Self-employed","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",230,"Good","1"
"132679",31000,59,"Black only","female","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Private","Other services","Office and administrative support occupations",5380,"Bad","0"
"122123",25000,55,"Black only","female","Some college but no degree","Married - civilian spouse present","No","west south central",35,"Private","Wholesale and retail trade","Management, business, and financial occupations",7300,"Good","0"
"66656",63000,38,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","south atlantic",40,"Private","Leisure and hospitality","Professional and related occupations",1850,"Good","1"
"98117",18000,21,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","east south central",40,"Private","Educational and health services","Professional and related occupations",400,"Good","0"
"25983",31800,64,"White only","male","11th grade","Divorced","Yes","middle atlantic",35,"Self-employed","Manufacturing","Transportation and material moving occupations",50,"Bad","0"
"6969",40000,68,"White only","female","Some college but no degree","Married - civilian spouse present","No","new england",30,"Private","Educational and health services","Office and administrative support occupations",6025,"Good","0"
"9120",165000,40,"White only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","new england",38,"Government","Educational and health services","Professional and related occupations",200,"Good","1"
"117685",32000,28,"White only","male","High school graduate - high school diploma or equivalent","Never married","Yes","west south central",40,"Private","Construction","Production occupations",1250,"Good","0"
"74426",45000,49,"Black only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",40,"Private","Financial activities","Management, business, and financial occupations",4325,"Good","0"
"116387",75000,44,"White only","male","Some college but no degree","Divorced","No","west south central",50,"Private","Other services","Office and administrative support occupations",2675,"Good","1"
"175137",150000,46,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",40,"Self-employed","Construction","Management, business, and financial occupations",100,"Good","1"
"108735",29000,26,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","west south central",35,"Private","Leisure and hospitality","Service occupations",0,"Good","0"
"127445",33000,66,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","Yes","west south central",40,"Private","Educational and health services","Professional and related occupations",3000,"Good","0"
"37204",100000,57,"Black only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",20,"Private","Professional and business services","Management, business, and financial occupations",120,"Good","1"
"20258",20000,49,"White only","male","7th and 8th grade","Married - civilian spouse present","Yes","middle atlantic",48,"Private","Professional and business services","Transportation and material moving occupations",593,"Bad","0"
"140039",41000,64,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",41,"Private","Wholesale and retail trade","Sales and related occupations",0,"Good","0"
"29034",60000,46,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",50,"Private","Mining","Transportation and material moving occupations",2120,"Good","0"
"9831",279000,48,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","new england",55,"Private","Professional and business services","Management, business, and financial occupations",325,"Good","1"
"1049",60300,52,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Widowed","No","new england",40,"Private","Educational and health services","Professional and related occupations",8620,"Good","1"
"26043",8000,47,"White only","female","Doctorate degree (for example: PHD,EDD)","Never married","No","middle atlantic",28,"Private","Educational and health services","Professional and related occupations",650,"Good","0"
"4599",20000,22,"White only","female","Some college but no degree","Never married","No","new england",60,"Private","Educational and health services","Service occupations",8150,"Good","0"
"58455",60000,32,"Black only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","west north central",40,"Government","Public administration","Management, business, and financial occupations",3150,"Good","0"
"5339",27500,50,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","new england",40,"Private","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",627,"Good","0"
"168352",100000,64,"White only","female","Associate degree in college - occupation/vocation program","Never married","No","pacific",20,"Private","Educational and health services","Professional and related occupations",1000,"Good","1"
"43530",23000,27,"White only","female","Some college but no degree","Never married","No","east north central",30,"Private","Other services","Service occupations",100,"Bad","0"
"113763",40000,73,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west south central",40,"Private","Leisure and hospitality","Service occupations",530,"Good","0"
"13860",52000,30,"White only","male","Some college but no degree","Never married","Yes","middle atlantic",60,"Government","Transportation and utilities","Transportation and material moving occupations",1660,"Good","0"
"154479",1900,33,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","pacific",15,"Private","Leisure and hospitality","Service occupations",0,"Good","0"
"136356",56000,48,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",45,"Private","Leisure and hospitality","Management, business, and financial occupations",5550,"Good","0"
"16474",117000,41,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - spouse absent (exc.separated)","No","middle atlantic",40,"Private","Educational and health services","Professional and related occupations",300,"Good","1"
"51664",51000,37,"White only","male","11th grade","Married - civilian spouse present","No","west north central",40,"Private","Manufacturing","Management, business, and financial occupations",100,"Good","0"
"23106",40000,32,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","middle atlantic",40,"Private","Wholesale and retail trade","Management, business, and financial occupations",25,"Good","0"
"31115",50000,45,"Black only","male","Bachelor's degree (for example: BA,AB,BS)","Separated","No","east north central",40,"Self-employed","Wholesale and retail trade","Sales and related occupations",200,"Good","0"
"159923",33280,22,"White only","male","12th grade no diploma","Never married","Yes","pacific",20,"Private","Other services","Service occupations",0,"Good","0"
"153645",120000,58,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","pacific",40,"Private","Manufacturing","Professional and related occupations",2200,"Good","1"
"130947",35000,42,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","mountain",48,"Private","Manufacturing","Transportation and material moving occupations",900,"Good","0"
"24920",65000,31,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","middle atlantic",40,"Private","Manufacturing","Professional and related occupations",2575,"Good","1"
"13241",75000,60,"White only","male","Some college but no degree","Never married","No","middle atlantic",40,"Self-employed","Construction","Construction and extraction occupations",3370,"Good","1"
"82541",18000,60,"Black only","female","Some college but no degree","Married - civilian spouse present","No","south atlantic",20,"Private","Educational and health services","Service occupations",1934,"Good","0"
"175681",30000,43,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","pacific",38,"Private","Educational and health services","Service occupations",8600,"Good","0"
"68260",60000,24,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Never married","No","south atlantic",40,"Private","Professional and business services","Professional and related occupations",1200,"Good","0"
"100354",90000,55,"White only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","east south central",40,"Government","Educational and health services","Management, business, and financial occupations",4034,"Bad","1"
"142146",38000,25,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Private","Educational and health services","Professional and related occupations",770,"Good","0"
"82723",100000,60,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","south atlantic",45,"Private","Educational and health services","Professional and related occupations",3500,"Good","1"
"1183",75000,55,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","new england",45,"Self-employed","Professional and business services","Office and administrative support occupations",7200,"Bad","1"
"33671",30000,65,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","east north central",30,"Self-employed","Professional and business services","Management, business, and financial occupations",320,"Good","0"
"31586",17446,58,"Black only","female","Some college but no degree","Never married","No","east north central",20,"Self-employed","Educational and health services","Service occupations",350,"Good","0"
"114772",36000,50,"Black only","male","High school graduate - high school diploma or equivalent","Never married","No","west south central",35,"Private","Manufacturing","Transportation and material moving occupations",0,"Good","0"
"179",60000,51,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","new england",40,"Private","Educational and health services","Office and administrative support occupations",1900,"Good","0"
"77979",31500,76,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Widowed","No","west south central",30,"Private","Wholesale and retail trade","Sales and related occupations",800,"Good","0"
"98276",2500,16,"White only","male","10th grade","Never married","No","east south central",15,"Private","Leisure and hospitality","Sales and related occupations",20,"Good","0"
"85275",80000,56,"Black only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",48,"Private","Educational and health services","Professional and related occupations",70,"Good","1"
"159978",29000,30,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","pacific",30,"Self-employed","Educational and health services","Service occupations",200,"Good","0"
"133689",95000,35,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",40,"Private","Professional and business services","Professional and related occupations",2415,"Good","1"
"90918",103000,45,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",48,"Government","Public administration","Service occupations",950,"Good","1"
"33631",38000,53,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","east north central",60,"Self-employed","Financial activities","Management, business, and financial occupations",3575,"Good","0"
"167370",110000,48,"White only","male","11th grade","Married - civilian spouse present","Yes","pacific",72,"Self-employed","Construction","Construction and extraction occupations",50,"Good","1"
"119104",25000,24,"White only","female","High school graduate - high school diploma or equivalent","Never married","Yes","west south central",40,"Private","Professional and business services","Office and administrative support occupations",460,"Good","0"
"167359",57500,48,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",40,"Private","Manufacturing","Transportation and material moving occupations",50,"Good","0"
"54263",175000,37,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","west north central",45,"Private","Professional and business services","Professional and related occupations",3300,"Good","1"
"17967",56000,31,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","middle atlantic",40,"Private","Other services","Service occupations",0,"Good","0"
"136743",100000,52,"White only","male","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","mountain",48,"Self-employed","Professional and business services","Professional and related occupations",4900,"Good","1"
"80760",230000,36,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","south atlantic",47,"Private","Professional and business services","Management, business, and financial occupations",8200,"Good","1"
"41184",240000,51,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","east north central",40,"Private","Other services","Management, business, and financial occupations",1000,"Good","1"
"49779",152200,42,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","west north central",75,"Government","Public administration","Service occupations",3000,"Good","1"
"54029",61902,30,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","west north central",38,"Private","Educational and health services","Professional and related occupations",2010,"Good","1"
"105313",35000,30,"White only","male","Associate degree in college - academic program","Never married","No","east south central",40,"Private","Construction","Installation, maintenance, and repair occupations",20,"Good","0"
"19573",22000,44,"Black only","female","Associate degree in college - academic program","Separated","No","middle atlantic",40,"Private","Educational and health services","Office and administrative support occupations",200,"Good","0"
"8543",27000,27,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","new england",40,"Private","Educational and health services","Office and administrative support occupations",2300,"Bad","0"
"130873",28000,58,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","mountain",50,"Government","Educational and health services","Installation, maintenance, and repair occupations",1295,"Bad","0"
"143981",32000,34,"White-Black","male","7th and 8th grade","Married - civilian spouse present","Yes","mountain",60,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",50,"Good","0"
"85230",30000,50,"White only","male","12th grade no diploma","Separated","Yes","south atlantic",40,"Private","Construction","Construction and extraction occupations",0,"Good","0"
"62366",41600,53,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","south atlantic",45,"Private","Financial activities","Management, business, and financial occupations",150,"Bad","0"
"95868",43690,28,"Black only","male","Some college but no degree","Married - civilian spouse present","No","east south central",40,"Private","Manufacturing","Transportation and material moving occupations",2450,"Good","0"
"104899",50000,32,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","east south central",50,"Self-employed","Construction","Construction and extraction occupations",25,"Good","0"
"137920",12000,20,"White only","male","Some college but no degree","Never married","No","mountain",15,"Private","Construction","Construction and extraction occupations",0,"Good","0"
"118913",56000,57,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","west south central",40,"Private","Financial activities","Management, business, and financial occupations",1800,"Good","0"
"155606",70000,62,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","pacific",40,"Private","Wholesale and retail trade","Office and administrative support occupations",2450,"Good","1"
