"","PEARNVAL","A_AGE","PRDTRACE","A_SEX","A_HGA","A_MARITL","PEHSPNON","MIG_DIV","A_USLHRS","A_CLSWKR","A_MJIND","A_MJOCC","MOOP","HEAbin","earnbin"
"130099",82000,36,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",45,"Private","Wholesale and retail trade","Sales and related occupations",3700,"Good","1"
"130111",32000,45,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Financial activities","Management, business, and financial occupations",3700,"Good","0"
"130112",80000,50,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",50,"Government","Educational and health services","Professional and related occupations",4600,"Good","1"
"130113",78000,49,"White only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",55,"Self-employed","Educational and health services","Professional and related occupations",3200,"Good","1"
"130114",72000,61,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Wholesale and retail trade","Professional and related occupations",925,"Good","1"
"130125",52000,69,"White only","female","Professional school degree (for example: MD,DDS,DVM,LLB,JD)","Married - civilian spouse present","No","mountain",10,"Private","Educational and health services","Management, business, and financial occupations",2196,"Good","0"
"130132",29000,48,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","mountain",36,"Private","Educational and health services","Sales and related occupations",3100,"Good","0"
"130133",9788,20,"American Indian, Alaskan Native only (AI)","female","Some college but no degree","Never married","Yes","mountain",18,"Private","Leisure and hospitality","Service occupations",20,"Good","0"
"130136",35000,51,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","mountain",40,"Private","Educational and health services","Professional and related occupations",6515,"Good","0"
"130171",33500,24,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","west north central",30,"Private","Leisure and hospitality","Service occupations",4025,"Good","0"
"130191",38700,48,"White only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",5000,"Good","0"
"130200",25000,56,"White only","female","High school graduate - high school diploma or equivalent","Widowed","No","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",2500,"Good","0"
"130218",39000,34,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","mountain",40,"Private","Educational and health services","Professional and related occupations",425,"Good","0"
"130221",29100,41,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",40,"Private","Manufacturing","Office and administrative support occupations",4430,"Good","0"
"130243",50000,62,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Manufacturing","Installation, maintenance, and repair occupations",6000,"Good","0"
"130253",30000,42,"White only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",30,"Private","Educational and health services","Professional and related occupations",10850,"Good","0"
"130265",60000,64,"White only","male","Some college but no degree","Married - civilian spouse present","Yes","mountain",40,"Private","Construction","Installation, maintenance, and repair occupations",2700,"Good","0"
"130266",19001,16,"White only","female","10th grade","Never married","Yes","mountain",25,"Private","Wholesale and retail trade","Sales and related occupations",300,"Good","0"
"130268",37000,37,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Transportation and utilities","Office and administrative support occupations",550,"Good","0"
"130277",50000,41,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Leisure and hospitality","Management, business, and financial occupations",0,"Good","0"
"130281",29000,69,"American Indian, Alaskan Native only (AI)","female","High school graduate - high school diploma or equivalent","Widowed","No","mountain",40,"Private","Other services","Office and administrative support occupations",1650,"Good","0"
"130288",43000,27,"White only","male","Some college but no degree","Never married","No","mountain",30,"Private","Leisure and hospitality","Management, business, and financial occupations",4816,"Good","0"
"130295",13800,68,"White-AI","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Self-employed","Leisure and hospitality","Service occupations",400,"Good","0"
"130297",7500,35,"Black only","male","High school graduate - high school diploma or equivalent","Never married","No","mountain",25,"Self-employed","Construction","Construction and extraction occupations",15,"Good","0"
"130306",60000,58,"White-AI","female","Some college but no degree","Married - civilian spouse present","No","mountain",50,"Private","Wholesale and retail trade","Sales and related occupations",11100,"Good","0"
"130307",60000,57,"White-AI","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Professional and business services","Professional and related occupations",4300,"Good","0"
"130308",4000,17,"White-AI","male","10th grade","Never married","No","mountain",2,"Private","Professional and business services","Transportation and material moving occupations",100,"Good","0"
"130339",27200,33,"White only","female","Some college but no degree","Never married","No","mountain",40,"Private","Educational and health services","Office and administrative support occupations",450,"Good","0"
"130345",85000,48,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",350,"Good","1"
"130352",54000,47,"White-AI","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Never married","No","mountain",40,"Self-employed","Educational and health services","Professional and related occupations",1250,"Good","0"
"130356",13000,37,"White only","male","10th grade","Never married","No","mountain",40,"Private","Construction","Construction and extraction occupations",0,"Good","0"
"130358",25000,69,"White only","female","High school graduate - high school diploma or equivalent","Widowed","No","mountain",40,"Private","Leisure and hospitality","Service occupations",1882,"Good","0"
"130366",95000,58,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",12,"Private","Educational and health services","Professional and related occupations",6300,"Good","1"
"130395",18000,46,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Construction","Construction and extraction occupations",0,"Good","0"
"130397",52000,46,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Separated","No","mountain",45,"Private","Educational and health services","Professional and related occupations",3800,"Good","0"
"130404",68000,51,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Manufacturing","Production occupations",100,"Good","1"
"130417",27000,55,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Service occupations",100,"Good","0"
"130418",40000,41,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Financial activities","Installation, maintenance, and repair occupations",0,"Good","0"
"130433",20000,38,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",40,"Private","Leisure and hospitality","Management, business, and financial occupations",1648,"Good","0"
"130446",30000,22,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Construction","Construction and extraction occupations",920,"Good","0"
"130493",36000,37,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Private","Educational and health services","Office and administrative support occupations",575,"Good","0"
"130501",65000,37,"White only","male","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","mountain",40,"Government","Public administration","Service occupations",200,"Good","1"
"130504",150000,70,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",15,"Self-employed","Financial activities","Management, business, and financial occupations",2400,"Good","1"
"130543",70000,51,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Financial activities","Management, business, and financial occupations",4630,"Good","1"
"130544",80000,52,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Professional and business services","Management, business, and financial occupations",2750,"Good","1"
"130551",18000,23,"White only","male","Some college but no degree","Never married","No","mountain",40,"Private","Professional and business services","Professional and related occupations",540,"Good","0"
"130555",39000,32,"Black only","male","Some college but no degree","Never married","No","mountain",40,"Private","Leisure and hospitality","Service occupations",1300,"Good","0"
"130571",100000,65,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",4625,"Good","1"
"130580",35000,39,"White only","male","Associate degree in college - occupation/vocation program","Divorced","No","mountain",40,"Self-employed","Construction","Construction and extraction occupations",690,"Good","0"
"130584",45000,31,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Financial activities","Professional and related occupations",75,"Good","0"
"130627",45000,34,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",60,"Private","Mining","Construction and extraction occupations",825,"Good","0"
"130643",35000,24,"White only","male","Some college but no degree","Never married","No","mountain",30,"Private","Wholesale and retail trade","Sales and related occupations",150,"Good","0"
"130650",70000,41,"White only","female","Associate degree in college - occupation/vocation program","Divorced","No","mountain",36,"Private","Educational and health services","Professional and related occupations",4275,"Good","1"
"130656",70000,60,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","mountain",70,"Private","Manufacturing","Management, business, and financial occupations",2100,"Good","1"
"130658",30000,44,"White only","male","Associate degree in college - academic program","Never married","No","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",175,"Good","0"
"130660",5000,20,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","mountain",40,"Self-employed","Construction","Construction and extraction occupations",0,"Good","0"
"130667",22200,58,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",45,"Private","Leisure and hospitality","Service occupations",6100,"Bad","0"
"130682",29002,21,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","mountain",40,"Private","Other services","Installation, maintenance, and repair occupations",600,"Good","0"
"130686",35000,43,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","mountain",40,"Private","Wholesale and retail trade","Construction and extraction occupations",2850,"Good","0"
"130699",101000,34,"White only","male","High school graduate - high school diploma or equivalent","Divorced","No","mountain",45,"Private","Construction","Construction and extraction occupations",0,"Good","1"
"130712",42000,31,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Government","Educational and health services","Professional and related occupations",150,"Good","0"
"130713",60000,63,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Management, business, and financial occupations",3900,"Bad","0"
"130721",33000,66,"White only","female","10th grade","Never married","No","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",5300,"Good","0"
"130734",58000,51,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",50,"Private","Wholesale and retail trade","Transportation and material moving occupations",600,"Good","0"
"130738",37000,32,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Manufacturing","Production occupations",5050,"Good","0"
"130742",20000,25,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Other services","Installation, maintenance, and repair occupations",200,"Good","0"
"130746",75000,40,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",4970,"Good","1"
"130747",18000,40,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",20,"Private","Transportation and utilities","Transportation and material moving occupations",0,"Good","0"
"130773",40000,47,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Management, business, and financial occupations",600,"Good","0"
"130780",12000,35,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Private","Financial activities","Management, business, and financial occupations",3660,"Good","0"
"130783",75000,40,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Government","Public administration","Office and administrative support occupations",500,"Good","1"
"130789",26000,42,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",20,"Government","Educational and health services","Professional and related occupations",9,"Good","0"
"130790",100000,41,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Manufacturing","Production occupations",9,"Good","1"
"130801",110000,40,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","mountain",50,"Private","Manufacturing","Office and administrative support occupations",3825,"Good","1"
"130802",56000,45,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Transportation and utilities","Office and administrative support occupations",3125,"Good","0"
"130820",71000,48,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",30,"Private","Educational and health services","Professional and related occupations",3825,"Good","1"
"130828",75000,48,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",50,"Private","Manufacturing","Management, business, and financial occupations",3825,"Good","1"
"130831",35000,26,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",32,"Private","Wholesale and retail trade","Office and administrative support occupations",4275,"Good","0"
"130854",15000,51,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Self-employed","Other services","Service occupations",850,"Good","0"
"130861",40000,32,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","mountain",36,"Private","Educational and health services","Service occupations",5756,"Good","0"
"130868",1921,71,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",10,"Self-employed","Agriculture, forestry,fishing, and hunting","Office and administrative support occupations",2550,"Good","0"
"130870",42000,51,"White only","male","Some college but no degree","Never married","No","mountain",40,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",1525,"Good","0"
"130878",3000,45,"White only","female","7th and 8th grade","Married - civilian spouse present","No","mountain",36,"Private","Wholesale and retail trade","Sales and related occupations",2510,"Good","0"
"130880",4000,17,"White only","female","11th grade","Never married","No","mountain",12,"Private","Leisure and hospitality","Service occupations",2510,"Good","0"
"130891",20000,36,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Self-employed","Other services","Service occupations",11050,"Good","0"
"130895",38000,42,"White only","male","5th or 6th grade","Married - civilian spouse present","Yes","mountain",54,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",700,"Bad","0"
"130922",24000,36,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","mountain",40,"Private","Educational and health services","Office and administrative support occupations",1200,"Good","0"
"130923",28000,65,"White only","male","5th or 6th grade","Married - civilian spouse present","Yes","mountain",40,"Private","Educational and health services","Service occupations",680,"Good","0"
"130924",20000,61,"White only","female","Associate degree in college - academic program","Married - civilian spouse present","No","mountain",35,"Private","Educational and health services","Office and administrative support occupations",680,"Good","0"
"130930",14400,21,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",40,"Private","Professional and business services","Management, business, and financial occupations",75,"Good","0"
"130931",6000,21,"White only","male","Some college but no degree","Married - civilian spouse present","Yes","mountain",48,"Private","Transportation and utilities","Production occupations",215,"Good","0"
"130935",120000,31,"White only","male","5th or 6th grade","Married - civilian spouse present","Yes","mountain",48,"Self-employed","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",100,"Good","1"
"130943",22000,28,"White only","male","10th grade","Married - civilian spouse present","Yes","mountain",40,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",75,"Good","0"
"130956",10000,19,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",16,"Private","Educational and health services","Service occupations",330,"Good","0"
"130960",48000,48,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",50,"Private","Educational and health services","Professional and related occupations",90,"Good","0"
"131014",17429,60,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",20,"Self-employed","Manufacturing","Management, business, and financial occupations",10,"Bad","0"
"131051",40000,32,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",99,"Self-employed","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",20,"Good","0"
"131085",40000,50,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",46,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",6100,"Bad","0"
"131100",47000,42,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Government","Leisure and hospitality","Service occupations",2030,"Good","0"
"131134",50000,45,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Private","Educational and health services","Professional and related occupations",550,"Good","0"
"131141",42000,53,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Private","Leisure and hospitality","Management, business, and financial occupations",1000,"Good","0"
"131195",35001,59,"White only","male","High school graduate - high school diploma or equivalent","Never married","No","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",5070,"Good","0"
"131197",20000,48,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",25,"Self-employed","Leisure and hospitality","Professional and related occupations",1690,"Bad","0"
"131219",56000,43,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Financial activities","Management, business, and financial occupations",3900,"Good","0"
"131245",44000,54,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",46,"Private","Wholesale and retail trade","Sales and related occupations",2050,"Good","0"
"131283",80000,58,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Self-employed","Construction","Management, business, and financial occupations",2100,"Good","1"
"131289",4000,18,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",20,"Private","Manufacturing","Office and administrative support occupations",32,"Good","0"
"131291",116000,36,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",45,"Private","Professional and business services","Management, business, and financial occupations",7950,"Good","1"
"131296",45000,28,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",40,"Private","Professional and business services","Management, business, and financial occupations",120,"Good","0"
"131298",50000,26,"White only","male","Associate degree in college - academic program","Never married","No","mountain",40,"Private","Transportation and utilities","Installation, maintenance, and repair occupations",700,"Good","0"
"131299",45000,23,"White only","male","Associate degree in college - academic program","Never married","No","mountain",40,"Private","Wholesale and retail trade","Installation, maintenance, and repair occupations",700,"Good","0"
"131301",70000,30,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",45,"Private","Manufacturing","Installation, maintenance, and repair occupations",6300,"Good","1"
"131302",2090,35,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",12,"Private","Transportation and utilities","Office and administrative support occupations",50,"Good","0"
"131307",37000,49,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",45,"Private","Information","Professional and related occupations",740,"Good","0"
"131321",9500,73,"American Indian, Alaskan Native only (AI)","female","Less than 1st grade","Widowed","No","mountain",12,"Private","Educational and health services","Service occupations",0,"Bad","0"
"131324",63000,42,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",70,"Government","Educational and health services","Professional and related occupations",25,"Good","1"
"131342",25000,20,"White only","male","Some college but no degree","Never married","No","mountain",20,"Private","Other services","Installation, maintenance, and repair occupations",300,"Good","0"
"131344",78000,35,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",30,"Self-employed","Professional and business services","Professional and related occupations",600,"Good","1"
"131367",32000,59,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",30,"Self-employed","Professional and business services","Service occupations",2427,"Good","0"
"131371",85000,50,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",600,"Good","1"
"131385",4800,15,"White only","female","9th grade","Never married","No","mountain",10,"Private","Financial activities","Office and administrative support occupations",6400,"Good","0"
"131400",56000,21,"White only","female","High school graduate - high school diploma or equivalent","Divorced","No","mountain",40,"Private","Manufacturing","Office and administrative support occupations",3000,"Good","0"
"131408",39000,38,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Government","Educational and health services","Professional and related occupations",3860,"Good","0"
"131413",32400,31,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Never married","No","mountain",40,"Government","Educational and health services","Professional and related occupations",960,"Good","0"
"131414",8500,22,"White only","male","Some college but no degree","Never married","No","mountain",15,"Government","Educational and health services","Professional and related occupations",50,"Good","0"
"131416",22000,36,"American Indian, Alaskan Native only (AI)","male","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","Yes","mountain",40,"Government","Educational and health services","Professional and related occupations",600,"Good","0"
"131421",20000,24,"White only","female","Bachelor's degree (for example: BA,AB,BS)","Married - civilian spouse present","No","mountain",30,"Private","Wholesale and retail trade","Sales and related occupations",50,"Good","0"
"131438",48000,61,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",60,"Self-employed","Construction","Management, business, and financial occupations",400,"Good","0"
"131453",62000,41,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",6060,"Good","1"
"131487",98000,39,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","mountain",40,"Private","Professional and business services","Management, business, and financial occupations",700,"Good","1"
"131499",52000,47,"White only","male","5th or 6th grade","Married - civilian spouse present","Yes","mountain",35,"Private","Manufacturing","Production occupations",10,"Good","0"
"131536",44200,31,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",42,"Private","Manufacturing","Transportation and material moving occupations",1700,"Good","0"
"131559",38000,37,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Government","Public administration","Professional and related occupations",3275,"Good","0"
"131572",30000,39,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Wholesale and retail trade","Office and administrative support occupations",3720,"Good","0"
"131595",17000,24,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",37,"Private","Leisure and hospitality","Service occupations",3672,"Good","0"
"131603",12000,34,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","mountain",6,"Private","Wholesale and retail trade","Management, business, and financial occupations",4000,"Good","0"
"131607",22600,30,"White only","female","Associate degree in college - occupation/vocation program","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Service occupations",465,"Good","0"
"131617",120000,58,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",580,"Good","1"
"131618",9900,23,"White only","female","Associate degree in college - academic program","Never married","No","mountain",15,"Private","Educational and health services","Professional and related occupations",300,"Bad","0"
"131623",83000,49,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",48,"Government","Public administration","Service occupations",1500,"Good","1"
"131624",24000,59,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Wholesale and retail trade","Sales and related occupations",1700,"Good","0"
"131651",45000,19,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",40,"Private","Construction","Construction and extraction occupations",0,"Good","0"
"131664",19000,24,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",20,"Private","Wholesale and retail trade","Professional and related occupations",174,"Good","0"
"131667",10000,17,"White only","female","Some college but no degree","Never married","No","mountain",28,"Private","Wholesale and retail trade","Sales and related occupations",220,"Good","0"
"131688",33000,18,"White only","female","High school graduate - high school diploma or equivalent","Never married","No","mountain",15,"Private","Wholesale and retail trade","Sales and related occupations",1330,"Good","0"
"131716",75000,58,"White only","male","Associate degree in college - academic program","Married - civilian spouse present","No","mountain",40,"Self-employed","Financial activities","Sales and related occupations",3000,"Good","1"
"131737",35000,44,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Service occupations",600,"Good","0"
"131747",30000,51,"White only","male","11th grade","Married - civilian spouse present","Yes","mountain",50,"Self-employed","Other services","Sales and related occupations",700,"Good","0"
"131759",45000,40,"White only","male","7th and 8th grade","Married - civilian spouse present","Yes","mountain",70,"Self-employed","Transportation and utilities","Transportation and material moving occupations",0,"Good","0"
"131779",72000,60,"White only","male","Bachelor's degree (for example: BA,AB,BS)","Divorced","No","mountain",40,"Private","Wholesale and retail trade","Management, business, and financial occupations",2060,"Bad","1"
"131788",20000,50,"White only","male","7th and 8th grade","Married - civilian spouse present","Yes","mountain",40,"Private","Professional and business services","Service occupations",1992,"Bad","0"
"131796",34000,49,"White only","male","Less than 1st grade","Married - civilian spouse present","Yes","mountain",45,"Private","Professional and business services","Service occupations",5268,"Good","0"
"131815",23000,28,"White only","male","5th or 6th grade","Divorced","Yes","mountain",40,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",110,"Good","0"
"131824",7400,27,"White only","male","Some college but no degree","Never married","Yes","mountain",40,"Private","Manufacturing","Production occupations",250,"Good","0"
"131825",30702,25,"White only","male","High school graduate - high school diploma or equivalent","Never married","Yes","mountain",70,"Private","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",0,"Good","0"
"131833",60000,47,"White only","female","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Government","Public administration","Office and administrative support occupations",999,"Good","0"
"131834",90000,49,"White only","male","Master's degree (for example: MA,MS,MENG,MED,MSW , MBA)","Married - civilian spouse present","No","mountain",40,"Government","Educational and health services","Professional and related occupations",1299,"Good","1"
"131839",60000,35,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",50,"Private","Manufacturing","Transportation and material moving occupations",400,"Good","0"
"131845",12000,72,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",99,"Self-employed","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",2460,"Good","0"
"131856",35000,62,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Manufacturing","Production occupations",2975,"Good","0"
"131894",45000,47,"White only","female","Associate degree in college - occupation/vocation program","Never married","No","mountain",60,"Private","Educational and health services","Professional and related occupations",170,"Good","0"
"131899",2074,60,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",19,"Government","Public administration","Transportation and material moving occupations",2600,"Good","0"
"131909",32000,26,"White only","female","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",40,"Private","Financial activities","Management, business, and financial occupations",3900,"Good","0"
"131912",53600,32,"White only","female","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Service occupations",4300,"Good","0"
"131934",28000,50,"White only","female","9th grade","Divorced","Yes","mountain",65,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",200,"Good","0"
"131944",12000,25,"White only","female","11th grade","Never married","Yes","mountain",30,"Private","Wholesale and retail trade","Sales and related occupations",15,"Good","0"
"131959",50000,41,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","Yes","mountain",60,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",1410,"Good","0"
"131974",152000,38,"White only","male","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",40,"Private","Educational and health services","Professional and related occupations",200,"Good","1"
"131989",58000,41,"White only","male","Some college but no degree","Married - civilian spouse present","No","mountain",40,"Private","Construction","Sales and related occupations",780,"Good","0"
"132005",20000,37,"White only","male","5th or 6th grade","Married - spouse absent (exc.separated)","Yes","mountain",45,"Private","Agriculture, forestry,fishing, and hunting","Farming, fishing, and forestry occupations",30,"Good","0"
"132010",100000,36,"White only","male","High school graduate - high school diploma or equivalent","Married - civilian spouse present","No","mountain",72,"Self-employed","Agriculture, forestry,fishing, and hunting","Management, business, and financial occupations",6125,"Good","1"
"132017",100000,48,"White only","female","Doctorate degree (for example: PHD,EDD)","Married - civilian spouse present","No","mountain",60,"Private","Educational and health services","Management, business, and financial occupations",3200,"Good","1"
